code,foodName,details.description,details.group,details.previous,details.references,details.footnote,factors.edibleProportion,factors.specificGravity,factors.totalSolids,factors.nitrogenConversionFactor,factors.glycerolConversionFactor,proximates.WATER,proximates.TOTNIT,proximates.PROT,proximates.FAT,proximates.CHO,proximates.KCALS,proximates.KJ,proximates.STAR,proximates.OLIGO,proximates.TOTSUG,proximates.GLUC,proximates.GALACT,proximates.FRUCT,proximates.SUCR,proximates.MALT,proximates.LACT,proximates.ALCO,proximates.ENGFIB,proximates.AOACFIB,proximates.SATFAC,proximates.SATFOD,proximates.TOTn6PFAC,proximates.TOTn6PFOD,proximates.TOTn3PFAC,proximates.TOTn3PFOD,proximates.MONOFACc,proximates.MONOFODc,proximates.MONOFAC,proximates.MONOFOD,proximates.POLYFACc,proximates.POLYFODc,proximates.POLYFAC,proximates.POLYFOD,proximates.SATFACx6,proximates.SATFODx6,proximates.TOTBRFAC,proximates.TOTBRFOD,proximates.FACTRANS,proximates.FODTRANS,proximates.CHOL,inorganics.NA,inorganics.K,inorganics.CA,inorganics.MG,inorganics.P,inorganics.FE,inorganics.CU,inorganics.ZN,inorganics.CL,inorganics.MN,inorganics.SE,inorganics.I,inorganics.RET,inorganics.CAREQU,inorganics.RETEQU,inorganics.VITD,inorganics.VITE,inorganics.VITK1,inorganics.THIA,inorganics.RIBO,inorganics.NIAC,inorganics.TRYP60,inorganics.NIACEQU,inorganics.VITB6,inorganics.VITB12,inorganics.FOLT,inorganics.PANTO,inorganics.BIOT,inorganics.VITC,vitamin_fractions.ALTRET,vitamin_fractions.13CISRET,vitamin_fractions.DEHYRET,vitamin_fractions.RETALD,vitamin_fractions.ACAR,vitamin_fractions.BCAR,vitamin_fractions.CRYPT,vitamin_fractions.LUT,vitamin_fractions.LYCO,vitamin_fractions.25OHD3,vitamin_fractions.VITD3,vitamin_fractions.5METHF,vitamin_fractions.ATOPH,vitamin_fractions.BTOPH,vitamin_fractions.DTOPH,vitamin_fractions.GTOPH,vitamin_fractions.ATOTR,vitamin_fractions.GTOTR,SFA.FOD4,SFA.FOD6,SFA.FOD8_0,SFA.FOD10_0,SFA.FOD11_0xb,SFA.FOD12_0,SFA.FOD12_0xb,SFA.FOD13_0,SFA.FOD13_0xb,SFA.FOD14_0,SFA.FOD14_0xb,SFA.FOD15_0,SFA.FOD15_0xb,SFA.FOD16_0,SFA.FOD16_0xb,SFA.FOD17_0,SFA.FOD17_0xb,SFA.FOD18_0,SFA.FOD18_0xb,SFA.FOD19_0,SFA.FOD20_0,SFA.FOD20_0xb,SFA.FOD22_0,SFA.FOD22_0xb,SFA.FOD24_0,SFA.FOD24_0xb,SFA.FOD25_0xb,MUFA.FOD10_1,MUFA.FOD10_1c,MUFA.FOD12_1,MUFA.FOD12_1c,MUFA.FOD14_1,MUFA.FOD14_1c,MUFA.FOD15_1,MUFA.FOD15_1c,MUFA.FOD16_1,MUFA.FOD16_1c,MUFA.FOD17_1,MUFA.FOD17_1c,MUFA.FOD18_1,MUFA.FOD18_1c,MUFA.FOD18_1n9,MUFA.FOD18_1n7,MUFA.FOD20_1,MUFA.FOD20_1c,MUFA.FOD22_1,MUFA.FOD22_1c,MUFA.FOD22_1n11,MUFA.FOD22_1n9,MUFA.FOD24_1,MUFA.FOD24_1c,MUFA.MONOFODtr,PUFA.FOD16_2,PUFA.FOD16_2c,PUFA.FOD16_3,PUFA.FOD16_4,PUFA.FOD16_4c,PUFA.FOD16 poly,PUFA.FOD18_2,PUFA.FOD18_2cn6,PUFA.FOD18_3,PUFA.FOD18_3cn3,PUFA.FOD18_3cn6,PUFA.FOD18_4,PUFA.FOD18_4cn3,PUFA.FOD18 poly,PUFA.FOD20_2,PUFA.FOD20_2cn6,PUFA.FOD20_3,PUFA.FOD20_3cn6,PUFA.FOD20_4,PUFA.FOD20_4cn6,PUFA.FOD20_5,PUFA.FOD20_5cn3,PUFA.FOD20 poly,PUFA.FOD21_5,PUFA.FOD21_5cn3,PUFA.FOD22_2,PUFA.FOD22_2cn6,PUFA.FOD22_3cn6,PUFA.FOD22_4,PUFA.FOD22_4cn6,PUFA.FOD22_5,PUFA.FOD22_5cn3,PUFA.FOD22_6,PUFA.FOD22_6cn3,PUFA.FOD22 poly,PUFA.POLYFODtr,phytosterols.TotalPHYTO,phytosterols.OtherCHOLandPHYTO,phytosterols.PHYTO,phytosterols.BSITPHYTO,phytosterols.BRASPHYTO,phytosterols.CAMPHYTO,phytosterols.D5AVEN,phytosterols.D7AVEN,phytosterols.D7STIG,phytosterols.STIGPHYTO,organic_acids.CITA
15-843,"Pilaf, rice with tomato, homemade","Recipe, Greek dish. Recipe from a personal collection",DR,15-616 ,Updated 2014,,1,,,,,66.5,0.49,2.9,2.6,27.9,147,624,26.8,,0.9,0.4,,0.4,0.2,0,0,0,0.4,0.7,,0.35,,,,,,,,0.67,,,,1.13,,,,,,Tr,0,326,82,8,10,39,0.67,0.10,0.5,37,0.28,5,5,0,56,9,0.0,0.48,,0.10,0.01,0.9,0.5,1.4,0.09,Tr,6,0.15,0.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-845,"Pilau, egg and potato, brown rice, homemade",Recipe. Rice-based dish. Recipe from review of recipe collection,DR,15-563 ,Updated 2014,,1,,,,,72.1,0.76,4.7,2.8,19.5,117,495,18.9,,1.6,0.6,,0.4,0.6,0,0,,1.1,1.4,,0.6,,,,,,,,0.88,,,,0.84,,,,,,Tr,57,29,154,29,34,110,1.09,0.20,0.7,71,0.50,6,N,19,8,20,0.5,0.69,,0.12,0.08,1.2,1.0,2.2,N,0.3,13,N,N,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-844,"Pilau, egg and potato, homemade",Recipe. Rice-based dish. Recipe from review of recipe collection,DR,15-562 ,Updated 2014,,1,,,,,72.1,0.71,4.4,2.5,22.4,124,525,18.5,,1.4,0.5,,0.4,0.5,0,0,,0.8,1,,0.54,,,,,,,,0.77,,,,0.73,,,,,,Tr,56.9,30,131,30,13,66,0.84,0.10,0.5,98,0.20,8,13,19,8,20,0.5,0.62,,0.09,0.08,0.6,1.0,0.6,0.12,0.3,13,0.33,3.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-846,"Pilau, mushroom, homemade",Recipe. Rice-based dish. Recipe from a personal collection,DR,15-564 ,Updated 2014,,1,,,,,70.5,0.44,2.5,3.5,23.9,138,584,22.9,,0.8,0.3,,0.2,0.2,0,Tr,0,1.4,0.7,,2,,,,,,,,0.93,,,,0.23,,,,,,0.07,8.2,2,91,9,9,43,0.66,0.12,0.5,42,0.22,7,4,31,65,42,0.0,0.25,,0.05,0.03,0.5,0.5,1.0,0.04,Tr,5,0.32,1.8,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-461,"Pilau, prawn, homemade",Recipe,JR,16-355 ,Updated 2014,,1,,,,,67.7,0.86,5.2,3.2,24.8,149,628,23.7,,0.8,0.3,,0.2,0.2,0,0,0,0.3,0.6,,1.86,,,,,,,,0.8,,,,0.19,,,,,,0.1,30.4,60,76,18,13,59,0.85,0.12,0.6,103,0.25,10,9,33,24,37,0.0,0.41,,0.04,0.01,0.3,1.1,1.4,0.08,0.2,4,0.14,0.7,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-472,"Pilau, vegetable, homemade","6 samples, containing vegetables",DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,1,,,6.25,,69.2,0.53,3.3,1.5,22.6,112,474,22.3,,0.3,Tr,0,0.3,Tr,0,0,,N,2.2,,0.34,,,,,,,,0.55,,,,0.51,,,,,,0.01,4,170,88,16,10,36,0.47,0.07,0.4,262,0.40,N,4,N,311,N,0.1,0.83,,0.01,0.06,Tr,0.5,0.5,0.09,Tr,8,0.19,3.3,Tr,,,,,,311,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-839,"Pine nuts, kernel only","20 samples, pine kernels",GA,50-992 ,"Reviewed 2013. LGC, Savoury snacks and nuts, 1989-1991",,1,,,5.3,,2.7,2.64,14,68.6,4,688,2840,0.1,,3.9,0.1,,0.1,3.7,0,0,0,1.9,N,,4.6,,,,,,,,19.9,,,,41.1,,,,,,0,0,1,780,11,270,650,5.60,1.32,6.5,41,7.90,N,N,0,10,2,0.0,13.85,,0.73,0.19,3.8,3.1,6.9,N,0.0,N,N,N,Tr,,,,,0,10,,,,,,,12.47,0.02,0.03,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-286,"Pineapple juice, unsweetened","18 samples, cartons only",PE,50-1092 ,"Reviewed 2013. LGC, The nutritional composition of fruit juice, 1984",,1,,,,,87.8,0.05,0.3,0.1,10.5,41,177,0,,10.5,2.9,,2.9,4.7,0,0,0,Tr,Tr,,Tr,,,,,,,,Tr,,,,Tr,,,,,,Tr,0,8,53,8,6,1,0.20,0.02,0.1,15,0.70,Tr,Tr,0,8,1,0.0,0.03,,0.06,0.01,0.1,0.1,0.2,0.05,0.0,8,0.07,Tr,11,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-211,"Pineapple, canned in juice, whole contents","10 samples, 10 brands; cubes and slices. Drained proportion = 0.54",FA,50-948 ,"Reviewed 2013. LGC, Nutritional composition of fruit products, 1985-1986",,1,,,6.25,,86.8,0.05,0.3,Tr,12.2,47,200,0,,12.2,4,,4,4.2,0,0,0,0.5,N,,Tr,,,,,,,,Tr,,,,Tr,,,,,,0,0,1,71,8,13,5,0.50,0.08,0.1,4,0.90,Tr,Tr,0,12,2,0.0,0.05,,0.09,0.01,0.2,0.1,0.3,0.09,0.0,1,0.11,0.1,11,,,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-212,"Pineapple, canned in syrup, whole contents","10 samples, 10 brands; cubes and slices. Drained proportion = 0.56",FA,50-949 ,"Reviewed 2013. LGC, Nutritional composition of fruit products, 1985-1986",,1,,,6.25,,82.2,0.08,0.5,Tr,16.5,64,273,0,,16.5,6,,4.8,5.8,0,0,0,0.7,N,,Tr,,,,,,,,Tr,,,,Tr,,,,,,0,0,2,79,6,11,5,0.20,0.02,0.1,4,0.90,Tr,Tr,0,11,2,0.0,0.06,,0.07,0.01,0.2,0.1,0.3,0.07,0.0,1,0.07,0.1,13,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-396,"Pineapple, dried",Calculated from 14-376,FA,14-210,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8,9.3,0.53,3.3,0.7,75.7,303,1292,0,,75.7,18,0,22.7,35,0,0,0,8,8,,Tr,,,,,,,,0.33,,,,0.33,,,,,,Tr,0,Tr,807,96,72,41,1.07,0.60,0.7,127,10.00,Tr,Tr,0,120,20,0.0,0.40,,N,Tr,1.50,1.2,2.70,N,0.0,Tr,N,N,Tr,,,,,0,120,,,,,,,0.20,0.53,Tr,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-376,"Pineapple, flesh only, raw","11 samples, imported, whole and prepacked chunks",FA,14-208,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8,86.4,0.08,0.5,0.1,11.4,45,194,0,,11.4,2.7,0,3.4,5.3,0,0,0,1.2,1.2,,Tr,,,,,,,,0.05,,,,0.05,,,,,,Tr,0,Tr,121,14,11,6,0.16,0.09,0.1,19,1.49,Tr,Tr,0,18,3,0.0,0.06,0.21,0.08,Tr,0.3,0.2,0.5,0.10,0.0,12,0.14,0.5,53,,,,,0,18,,,,,,,0.03,0.08,Tr,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-377,"Pineapple, flesh only, raw, weighed with skin and top",Calculated from 14-376,FA,14-209,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,0.43,,,6.25,0.8,37.2,0.04,0.2,0.1,5,20,86,0,,5,1.2,0,1.5,2.3,0,0,0,0.5,0.5,,Tr,,,,,,,,0.02,,,,0.02,,,,,,Tr,0,Tr,52,6,5,3,0.07,0.04,0.1,8,0.64,Tr,Tr,0,8,1,0.0,0.03,0.09,0.03,Tr,0.1,0.1,0.2,0.04,0.0,5,0.06,0.2,23,,,,,0,8,,,,,,,0.01,0.03,Tr,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1105,"Pinni, homemade","Asian Sweetmeat, Recipe",AP,11-668 ,Updated 2014,,1,,,,,3.5,0.99,5.4,31.4,59.5,527,2203,18.5,,40.9,Tr,,Tr,40.9,0,Tr,0,2.5,N,,15.46,,,,,,,,10.68,,,,2.49,,,,,,0.54,62.8,4,160,37,48,124,1.00,0.23,0.9,30,0.78,2,11,235,476,314,0.3,4.25,,0.10,0.10,1.2,1.0,2.2,0.09,Tr,11,0.18,7.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-840,"Pistachio nuts, kernel only, roasted and salted",10 samples,GA,,"Reviewed 2013. LGC, Savoury snacks and nuts, 1989-1991",,1,,,5.3,,2.1,3.38,17.9,55.4,8.2,601,2485,2.5,,5.7,Tr,,Tr,5.7,0,0,0,6.1,7.4,,7.4,,,,,,,,27.6,,,,17.9,,,,,,0,0,530,1040,110,130,420,3.00,0.83,2.2,810,0.90,6,N,0,130,22,0.0,4.16,,0.70,0.23,1.7,3.9,5.6,N,0.0,58,N,N,0,,,,,0,130,,,,,,,1.43,Tr,0.01,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-841,"Pistachio nuts, kernel only, roasted and salted, weighed with shells",Calculated from 14-840,GA,50-993 ,"LGC, Savoury snacks and nuts, 1989-1991",,0.55,,,,,1.1,1.86,9.9,30.5,4.6,331,1370,1.4,,3.2,Tr,,Tr,3.2,0,0,0,3.3,,,4.1,,,,,,,,15.2,,,,9.8,,,,,,0,0,290,570,61,71,230,1.70,0.46,1.2,450,0.50,3,N,0,71,12,0.0,2.28,,0.39,0.13,0.9,2.2,3.1,N,0.0,32,N,N,0,,,,,0,71,,,,,,,0.79,Tr,Tr,14.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1016,"Pizza base, raw","Average of ambient and chilled, 12 brands",AE,11-552 ,"RHM, Nutrient analysis of pizzas, 1995; and industry data, 2013",,1,,,5.7,0.956,30.1,1.37,7.8,4.8,57.5,290,1229,54.1,Tr,3.4,0.3,,0.3,Tr,2.8,Tr,0,2.1,2.5,,N,,,,,,,,N,,,,N,,,,,,N,N,400,124,86,18,85,1.55,0.09,0.7,N,0.45,N,N,N,N,N,N,N,,0.41,0.03,1.7,N,N,0.03,0.0,8,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-936,"Pizza, cheese and tomato, retail","11 samples, 10 products, frozen and chilled, all bases, not stuffed crust",A,11-553 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1,,,6.25,0.945,38.1,1.95,12.2,9.8,36.1,272,1148,32.2,,3.9,0.8,Tr,0.9,Tr,2.1,Tr,0,1.7,2.9,44.51,4.12,11.45,1.06,3.56,0.33,38.4,3.56,39.61,3.67,15.01,1.39,15.01,1.39,45.88,4.25,1.38,0.13,1.22,0.11,19.1,397,223,217,24,179,1.09,0.10,1.3,630,0.40,4,17,119,91,134,Tr,1.68,,0.15,0.15,1.0,2.8,3.8,Tr,0.4,4,0.20,4.1,2,,,,,,91,,,,,,,,,,,,,0.19,0.11,0.08,0.16,,0.20,0.20,0.01,0.01,0.59,0.59,0.10,0.06,1.96,1.94,0.08,0.03,0.59,0.57,,0.03,0.03,0.02,0.02,0.01,0.01,Tr,0.02,0.02,0.01,0.01,0.06,0.06,Tr,Tr,0.11,0.11,Tr,Tr,3.39,3.28,3.13,0.24,0.06,0.06,0.01,0.01,Tr,0.01,0.01,0.01,0.11,,,,,,,1.09,1.04,0.32,0.32,Tr,Tr,Tr,,Tr,Tr,Tr,Tr,0.07,0.07,Tr,Tr,,,,Tr,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,,Tr,,,,,,,,,,,
11-1012,"Pizza, chicken topped, retail","9 samples, 4 brands, includes thin base and deep pan, chilled",AE,11-559 ,"RHM, Nutrient analysis of pizzas, 1995; and industry data, 2013",,1,,,6.25,0.956,50.8,2.15,13.4,8.3,31.3,246,1036,29.2,Tr,2.1,0.5,,0.7,Tr,1,Tr,0,N,2.7,,N,,,,,,,,N,,,,N,,,,,,N,N,380,270,217,27,190,1.30,0.12,1.6,N,0.30,N,N,N,N,N,N,N,,0.28,0.14,2.9,N,N,0.07,0.4,9,N,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1011,"Pizza, fish topped, takeaway","18 samples, 8 brands, prawn and tuna toppings, includes thin base and deep pan",AE,11-560 ,"RHM, Nutrient analysis of pizzas, 1995; and industry data, 2013; fatty acids from FA supplement 11-430",,1,,,6.25,0.9,50.1,2.13,13.3,7.5,28,226,952,26.2,Tr,2,0.3,,0.4,Tr,1.1,0.1,0,N,N,,3.24,14.87,1.13,2.53,0.19,29.88,2.27,,2.47,15.65,1.19,,1.32,42.6,3.24,1.68,0.13,0.93,0.09,25.4,400,179,173,24,170,1.20,0.10,1.3,1366,0.30,10,59,N,N,N,N,N,,0.15,0.10,2.3,2.5,4.8,0.05,1.1,5,0.30,3.0,2,,,,,,,,,,,,,,,,,,,N,0.09,0.05,0.11,,0.14,,,,0.46,,0.05,,1.67,,0.04,,0.57,,,0.02,,0.02,,0.01,,,,0.00,,0.00,,0.00,,0.00,,0.10,,0.02,,2.04,2.04,0.00,,0.09,,0.01,0.00,0.01,,0.00,0.20,,,,,,,,1.03,,0.16,0.00,,0.00,,,,,0.00,,0.00,,0.00,,,,,,,,0.00,,0.00,,0.00,,0.13,,,20.5,14.2,0.0,6.3,0.0,,,0.0,
11-1013,"Pizza, ham and pineapple, retail","10 samples, 5 brands, includes thin base and deep pan",AE,11-558 ,"RHM, Nutrient analysis of pizzas, 1995; and industry data, 2013",,1,,,6.25,0.956,43.3,2.16,13.5,8.6,34.4,260,1098,31.3,Tr,3.1,0.7,,0.8,Tr,1.4,0.2,0,N,2.5,,N,,,,,,,,N,,,,N,,,,,,N,N,400,226,221,23,210,1.30,0.10,1.5,N,0.50,N,N,N,N,N,N,N,,0.28,0.16,2.3,2.4,4.7,0.05,0.5,6,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1015,"Pizza, meat topped, retail and takeaway","39 samples including pepperoni, spicy beef, spicy pork. Includes frozen, chilled and takeaway, thin base and deep pan",AE,11-556 ,"RHM, Nutrient analysis of pizzas, 1995; and industry data, 2013. Fatty acids calculated on fat proportion basis from FA supplement (1998) 11-432",,1,,,6.25,0.956,44.9,2.11,13.2,10.3,29.1,255,1071,27.3,Tr,1.8,0.4,,0.5,Tr,0.9,Tr,0,N,2,,3.95,14.96,1.27,3.22,0.27,41.67,3.55,,3.7,16.57,1.41,,1.54,46.48,3.95,1.75,0.15,N,N,19.3,440,196,203,23,190,1.20,0.10,1.6,N,0.32,7,N,N,N,N,N,0.93,,0.23,0.13,1.9,2.3,4.2,0.05,0.8,7,3.20,4.0,0,,,,,,,,,,,,,0.72,0.31,Tr,0.91,,,N,0.09,0.05,0.11,,0.14,,,,0.47,,0.06,,2.09,,0.06,,0.82,,,0.03,,0.01,,0.01,,,,0.00,,0.00,,0.00,,0.00,,0.16,,0.03,,3.27,3.27,0.00,,0.07,,0.01,0.00,0.01,,0.00,0.15,,,,,,,,1.17,,0.24,0.00,,0.00,,,,,0.00,,0.00,,0.00,,,,,,,,0.00,,0.00,,0.00,,0.14,,,23.2,14.9,1.0,7.3,0.0,,,0.0,
15-255,"Pizza, tomato, homemade",Recipe from review of recipe collection,DR,,As Vegetable Dishes Supplement 1992,,1,,,,,60.8,0.57,3.3,10.6,22.6,193,808,19.6,0,3,1,0,1.1,0.8,Tr,0,,1.4,,,1.5,,,,,,,,7.1,,,,1.4,,,,,,,0,340,230,41,14,57,1.00,0.09,0.3,570,0.20,1,4,0,380,63,0.0,1.35,,0.11,0.04,1.0,0.6,1.6,0.11,0.0,22,0.23,2.7,5,,,,,0,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1014,"Pizza, vegetarian, retail and takeaway","30 samples, 7 brands, includes chilled and takeaway, thin base and deep pan",AE,11-557 ,"RHM, Nutrient analysis of pizzas, 1995; and industry data, 2013",,1,,,6.25,0.956,51.1,1.72,10.8,6.9,29.6,216,913,26.9,0.3,2.4,0.6,,0.7,Tr,1,0.2,0,1.9,3.1,,N,,,,,,,,N,,,,N,,,,,,N,N,330,192,196,22,160,1.17,0.11,1.3,1040,0.30,N,34,42,114,61,N,1.52,,0.23,0.11,1.4,2.1,3.5,0.05,Tr,7,N,N,4,31,15,,,24,103,,,,,,,1.34,0.29,Tr,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-434,"Plaice, flesh only, baked",Frozen and chilled. Calculated from raw 16-381 using 22.8% weight loss,JA,,"DH, Nutrient analysis of fish and fish products, 2013",,1,,,,,74.6,3.4,21.3,1.6,0,99,419,0,0,0,0,,0,0,0,0,0,0,0,,0.28,,0.04,,0.29,,0.32,,0.33,,0.33,,0.33,,,,,,0.01,85.7,191,293,22,27,203,0.13,0.01,0.6,233,Tr,45,40,Tr,Tr,Tr,Tr,0.74,,0.30,0.15,2.5,3.9,6.4,0.27,1.5,12,0.80,41.6,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-381,"Plaice, flesh only, raw","10 samples, 9 products, frozen and chilled",JA,16-105 16-102 ,"DH, Nutrient analysis of fish and fish products, 2013",,0.72,,,6.25,0.7,80.4,2.62,16.4,1.2,0,76,323,0,,0,0,,0,0,0,0,,0,0,27.15,0.22,,0.03,,0.22,31.13,0.25,,0.26,31.42,0.25,,0.25,,,,,0.68,0.01,66,147,226,17,21,157,0.10,0.01,0.5,180,Tr,35,31,Tr,Tr,Tr,Tr,0.57,,0.33,0.14,2.5,3.0,5.5,0.23,1.3,12,0.77,35.7,Tr,,,,,,,,,,,,,,,,,,,0.01,Tr,Tr,Tr,,Tr,Tr,Tr,Tr,0.04,0.04,0.01,0.01,0.11,0.11,0.02,Tr,0.02,0.02,,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,0.08,0.08,Tr,Tr,0.10,0.10,0.07,0.03,0.04,0.04,0.03,0.03,0.03,Tr,Tr,Tr,0.01,,,,,,,0.01,0.01,0.01,0.01,Tr,0.02,0.02,,Tr,Tr,Tr,Tr,0.01,0.01,0.07,0.07,,,,Tr,Tr,,Tr,Tr,Tr,Tr,0.09,0.09,,Tr,,,,,,,,,,,
16-435,"Plaice, flesh only, steamed",Calculated from 16-381 using 15.9% weight loss,JA,16-108 ,"DH, Nutrient analysis of fish and fish products, 2013",,1,,,6.25,0.7,76.7,3.12,19.5,1.4,0,91,383,0,0,0,0,,0,0,0,0,0,0,0,,0.26,,0.04,,0.27,,0.3,,0.3,,0.3,,0.3,,,,,,0.01,78.5,175,269,21,25,187,0.12,0.01,0.5,214,Tr,41,37,Tr,Tr,Tr,Tr,0.68,,0.35,0.17,2.6,3.6,6.2,0.27,1.5,14,0.74,38.4,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
